 [0.000000 0.000000 0.000000]
 [0.000000 0.000000 0.125000]
 [0.000000 0.000000 0.250000]
 [0.000000 0.000000 0.375000]
 [0.000000 0.000000 0.500000]
 [0.000000 0.000000 0.625000]
 [0.000000 0.000000 0.750000]
 [0.000000 0.000000 0.875000]
 [0.000000 0.125000 0.000000]
 [0.000000 0.125000 0.125000]
 [0.000000 0.125000 0.250000]
 [0.000000 0.125000 0.375000]
 [0.000000 0.125000 0.500000]
 [0.000000 0.125000 0.625000]
 [0.000000 0.125000 0.750000]
 [0.000000 0.125000 0.875000]
 [0.000000 0.250000 0.000000]
 [0.000000 0.250000 0.125000]
 [0.000000 0.250000 0.250000]
 [0.000000 0.250000 0.375000]
 [0.000000 0.250000 0.500000]
 [0.000000 0.250000 0.625000]
 [0.000000 0.250000 0.750000]
 [0.000000 0.250000 0.875000]
 [0.000000 0.375000 0.000000]
 [0.000000 0.375000 0.125000]
 [0.000000 0.375000 0.250000]
 [0.000000 0.375000 0.375000]
 [0.000000 0.375000 0.500000]
 [0.000000 0.375000 0.625000]
 [0.000000 0.375000 0.750000]
 [0.000000 0.375000 0.875000]
 [0.000000 0.500000 0.000000]
 [0.000000 0.500000 0.125000]
 [0.000000 0.500000 0.250000]
 [0.000000 0.500000 0.375000]
 [0.000000 0.500000 0.500000]
 [0.000000 0.500000 0.625000]
 [0.000000 0.500000 0.750000]
 [0.000000 0.500000 0.875000]
 [0.000000 0.625000 0.000000]
 [0.000000 0.625000 0.125000]
 [0.000000 0.625000 0.250000]
 [0.000000 0.625000 0.375000]
 [0.000000 0.625000 0.500000]
 [0.000000 0.625000 0.625000]
 [0.000000 0.625000 0.750000]
 [0.000000 0.625000 0.875000]
 [0.000000 0.750000 0.000000]
 [0.000000 0.750000 0.125000]
 [0.000000 0.750000 0.250000]
 [0.000000 0.750000 0.375000]
 [0.000000 0.750000 0.500000]
 [0.000000 0.750000 0.625000]
 [0.000000 0.750000 0.750000]
 [0.000000 0.750000 0.875000]
 [0.000000 0.875000 0.000000]
 [0.000000 0.875000 0.125000]
 [0.000000 0.875000 0.250000]
 [0.000000 0.875000 0.375000]
 [0.000000 0.875000 0.500000]
 [0.000000 0.875000 0.625000]
 [0.000000 0.875000 0.750000]
 [0.000000 0.875000 0.875000]
 [0.000000 1.000000 1.000000]
 [0.125000 1.000000 1.000000]
 [0.250000 1.000000 1.000000]
 [0.375000 1.000000 1.000000]
 [0.500000 1.000000 1.000000]
 [0.625000 1.000000 1.000000]
 [0.750000 1.000000 1.000000]
 [0.875000 1.000000 1.000000]
 [0.000000 1.000000 0.875000]
 [0.125000 1.000000 0.875000]
 [0.250000 1.000000 0.875000]
 [0.375000 1.000000 0.875000]
 [0.500000 1.000000 0.875000]
 [0.625000 1.000000 0.875000]
 [0.750000 1.000000 0.875000]
 [0.875000 1.000000 0.875000]
 [0.000000 1.000000 0.750000]
 [0.125000 1.000000 0.750000]
 [0.250000 1.000000 0.750000]
 [0.375000 1.000000 0.750000]
 [0.500000 1.000000 0.750000]
 [0.625000 1.000000 0.750000]
 [0.750000 1.000000 0.750000]
 [0.875000 1.000000 0.750000]
 [0.000000 1.000000 0.625000]
 [0.125000 1.000000 0.625000]
 [0.250000 1.000000 0.625000]
 [0.375000 1.000000 0.625000]
 [0.500000 1.000000 0.625000]
 [0.625000 1.000000 0.625000]
 [0.750000 1.000000 0.625000]
 [0.875000 1.000000 0.625000]
 [0.000000 1.000000 0.500000]
 [0.125000 1.000000 0.500000]
 [0.250000 1.000000 0.500000]
 [0.375000 1.000000 0.500000]
 [0.500000 1.000000 0.500000]
 [0.625000 1.000000 0.500000]
 [0.750000 1.000000 0.500000]
 [0.875000 1.000000 0.500000]
 [0.000000 1.000000 0.375000]
 [0.125000 1.000000 0.375000]
 [0.250000 1.000000 0.375000]
 [0.375000 1.000000 0.375000]
 [0.500000 1.000000 0.375000]
 [0.625000 1.000000 0.375000]
 [0.750000 1.000000 0.375000]
 [0.875000 1.000000 0.375000]
 [0.000000 1.000000 0.250000]
 [0.125000 1.000000 0.250000]
 [0.250000 1.000000 0.250000]
 [0.375000 1.000000 0.250000]
 [0.500000 1.000000 0.250000]
 [0.625000 1.000000 0.250000]
 [0.750000 1.000000 0.250000]
 [0.875000 1.000000 0.250000]
 [0.000000 1.000000 0.125000]
 [0.125000 1.000000 0.125000]
 [0.250000 1.000000 0.125000]
 [0.375000 1.000000 0.125000]
 [0.500000 1.000000 0.125000]
 [0.625000 1.000000 0.125000]
 [0.750000 1.000000 0.125000]
 [0.875000 1.000000 0.125000]
 [1.000000 1.000000 1.000000]
 [1.000000 1.000000 0.875000]
 [1.000000 1.000000 0.750000]
 [1.000000 1.000000 0.625000]
 [1.000000 1.000000 0.500000]
 [1.000000 1.000000 0.375000]
 [1.000000 1.000000 0.250000]
 [1.000000 1.000000 0.125000]
 [1.000000 0.875000 1.000000]
 [1.000000 0.875000 0.875000]
 [1.000000 0.875000 0.750000]
 [1.000000 0.875000 0.625000]
 [1.000000 0.875000 0.500000]
 [1.000000 0.875000 0.375000]
 [1.000000 0.875000 0.250000]
 [1.000000 0.875000 0.125000]
 [1.000000 0.750000 1.000000]
 [1.000000 0.750000 0.875000]
 [1.000000 0.750000 0.750000]
 [1.000000 0.750000 0.625000]
 [1.000000 0.750000 0.500000]
 [1.000000 0.750000 0.375000]
 [1.000000 0.750000 0.250000]
 [1.000000 0.750000 0.125000]
 [1.000000 0.625000 1.000000]
 [1.000000 0.625000 0.875000]
 [1.000000 0.625000 0.750000]
 [1.000000 0.625000 0.625000]
 [1.000000 0.625000 0.500000]
 [1.000000 0.625000 0.375000]
 [1.000000 0.625000 0.250000]
 [1.000000 0.625000 0.125000]
 [1.000000 0.500000 1.000000]
 [1.000000 0.500000 0.875000]
 [1.000000 0.500000 0.750000]
 [1.000000 0.500000 0.625000]
 [1.000000 0.500000 0.500000]
 [1.000000 0.500000 0.375000]
 [1.000000 0.500000 0.250000]
 [1.000000 0.500000 0.125000]
 [1.000000 0.375000 1.000000]
 [1.000000 0.375000 0.875000]
 [1.000000 0.375000 0.750000]
 [1.000000 0.375000 0.625000]
 [1.000000 0.375000 0.500000]
 [1.000000 0.375000 0.375000]
 [1.000000 0.375000 0.250000]
 [1.000000 0.375000 0.125000]
 [1.000000 0.250000 1.000000]
 [1.000000 0.250000 0.875000]
 [1.000000 0.250000 0.750000]
 [1.000000 0.250000 0.625000]
 [1.000000 0.250000 0.500000]
 [1.000000 0.250000 0.375000]
 [1.000000 0.250000 0.250000]
 [1.000000 0.250000 0.125000]
 [1.000000 0.125000 1.000000]
 [1.000000 0.125000 0.875000]
 [1.000000 0.125000 0.750000]
 [1.000000 0.125000 0.625000]
 [1.000000 0.125000 0.500000]
 [1.000000 0.125000 0.375000]
 [1.000000 0.125000 0.250000]
 [1.000000 0.125000 0.125000]
 [1.000000 0.000000 0.000000]
 [0.875000 0.000000 0.000000]
 [0.750000 0.000000 0.000000]
 [0.625000 0.000000 0.000000]
 [0.500000 0.000000 0.000000]
 [0.375000 0.000000 0.000000]
 [0.250000 0.000000 0.000000]
 [0.125000 0.000000 0.000000]
 [1.000000 0.000000 0.125000]
 [0.875000 0.000000 0.125000]
 [0.750000 0.000000 0.125000]
 [0.625000 0.000000 0.125000]
 [0.500000 0.000000 0.125000]
 [0.375000 0.000000 0.125000]
 [0.250000 0.000000 0.125000]
 [0.125000 0.000000 0.125000]
 [1.000000 0.000000 0.250000]
 [0.875000 0.000000 0.250000]
 [0.875000 0.875000 1.000000]
 [0.750000 0.875000 1.000000]
 [0.625000 0.875000 1.000000]
 [0.500000 0.875000 1.000000]
 [0.375000 0.875000 1.000000]
 [0.125000 0.000000 0.250000]
 [1.000000 0.000000 0.375000]
 [0.875000 0.000000 0.375000]
 [0.250000 0.875000 1.000000]
 [0.125000 0.875000 1.000000]
 [0.000000 0.875000 1.000000]
 [0.875000 0.750000 1.000000]
 [0.750000 0.750000 1.000000]
 [0.125000 0.000000 0.375000]
 [1.000000 0.000000 0.500000]
 [0.875000 0.000000 0.500000]
 [0.625000 0.750000 1.000000]
 [0.500000 0.750000 1.000000]
 [0.375000 0.750000 1.000000]
 [0.250000 0.750000 1.000000]
 [0.125000 0.750000 1.000000]
 [0.125000 0.000000 0.500000]
 [1.000000 0.000000 0.625000]
 [0.875000 0.000000 0.625000]
 [0.000000 0.750000 1.000000]
 [0.875000 0.625000 1.000000]
 [0.750000 0.625000 1.000000]
 [0.625000 0.625000 1.000000]
 [0.500000 0.625000 1.000000]
 [0.125000 0.000000 0.625000]
 [1.000000 0.000000 0.750000]
 [0.875000 0.000000 0.750000]
 [0.375000 0.625000 1.000000]
 [0.250000 0.625000 1.000000]
 [0.125000 0.625000 1.000000]
 [0.000000 0.625000 1.000000]
 [0.875000 0.500000 1.000000]
 [0.125000 0.000000 0.750000]
 [1.000000 0.000000 0.875000]
 [0.875000 0.000000 0.875000]
 [0.750000 0.000000 0.875000]
 [0.625000 0.000000 0.875000]
 [0.500000 0.000000 0.875000]
 [0.375000 0.000000 0.875000]
 [0.250000 0.000000 0.875000]
 [0.125000 0.000000 0.875000]
 [1.000000 1.000000 0.000000]
 [0.875000 1.000000 0.000000]
 [0.750000 1.000000 0.000000]
 [0.625000 1.000000 0.000000]
 [0.500000 1.000000 0.000000]
 [0.375000 1.000000 0.000000]
 [0.250000 1.000000 0.000000]
 [0.125000 1.000000 0.000000]
 [1.000000 0.875000 0.000000]
 [0.875000 0.875000 0.000000]
 [0.750000 0.875000 0.000000]
 [0.625000 0.875000 0.000000]
 [0.500000 0.875000 0.000000]
 [0.375000 0.875000 0.000000]
 [0.250000 0.875000 0.000000]
 [0.125000 0.875000 0.000000]
 [1.000000 0.750000 0.000000]
 [0.875000 0.750000 0.000000]
 [0.750000 0.750000 0.000000]
 [0.625000 0.750000 0.000000]
 [0.500000 0.750000 0.000000]
 [0.375000 0.750000 0.000000]
 [0.250000 0.750000 0.000000]
 [0.125000 0.750000 0.000000]
 [1.000000 0.625000 0.000000]
 [0.875000 0.625000 0.000000]
 [0.750000 0.625000 0.000000]
 [0.625000 0.625000 0.000000]
 [0.500000 0.625000 0.000000]
 [0.375000 0.625000 0.000000]
 [0.250000 0.625000 0.000000]
 [0.125000 0.625000 0.000000]
 [1.000000 0.500000 0.000000]
 [0.875000 0.500000 0.000000]
 [0.750000 0.500000 0.000000]
 [0.625000 0.500000 0.000000]
 [0.500000 0.500000 0.000000]
 [0.375000 0.500000 0.000000]
 [0.250000 0.500000 0.000000]
 [0.125000 0.500000 0.000000]
 [1.000000 0.375000 0.000000]
 [0.875000 0.375000 0.000000]
 [0.750000 0.375000 0.000000]
 [0.625000 0.375000 0.000000]
 [0.500000 0.375000 0.000000]
 [0.375000 0.375000 0.000000]
 [0.250000 0.375000 0.000000]
 [0.125000 0.375000 0.000000]
 [1.000000 0.250000 0.000000]
 [0.875000 0.250000 0.000000]
 [0.750000 0.250000 0.000000]
 [0.625000 0.250000 0.000000]
 [0.500000 0.250000 0.000000]
 [0.375000 0.250000 0.000000]
 [0.250000 0.250000 0.000000]
 [0.125000 0.250000 0.000000]
 [1.000000 0.125000 0.000000]
 [0.875000 0.125000 0.000000]
 [0.750000 0.125000 0.000000]
 [0.625000 0.125000 0.000000]
 [0.500000 0.125000 0.000000]
 [0.375000 0.125000 0.000000]
 [0.250000 0.125000 0.000000]
 [0.125000 0.125000 0.000000]
 [0.000000 0.000000 1.000000]
 [0.125000 0.000000 1.000000]
 [0.250000 0.000000 1.000000]
 [0.375000 0.000000 1.000000]
 [0.500000 0.000000 1.000000]
 [0.625000 0.000000 1.000000]
 [0.750000 0.000000 1.000000]
 [0.875000 0.000000 1.000000]
 [0.000000 0.125000 1.000000]
 [0.125000 0.125000 1.000000]
 [0.250000 0.125000 1.000000]
 [0.375000 0.125000 1.000000]
 [0.500000 0.125000 1.000000]
 [0.625000 0.125000 1.000000]
 [0.750000 0.125000 1.000000]
 [0.875000 0.125000 1.000000]
 [0.000000 0.250000 1.000000]
 [0.125000 0.250000 1.000000]
 [0.250000 0.250000 1.000000]
 [0.375000 0.250000 1.000000]
 [0.500000 0.250000 1.000000]
 [0.625000 0.250000 1.000000]
 [0.750000 0.250000 1.000000]
 [0.875000 0.250000 1.000000]
 [0.000000 0.375000 1.000000]
 [0.125000 0.375000 1.000000]
 [0.250000 0.375000 1.000000]
 [0.375000 0.375000 1.000000]
 [0.500000 0.375000 1.000000]
 [0.625000 0.375000 1.000000]
 [0.750000 0.375000 1.000000]
 [0.875000 0.375000 1.000000]
 [0.000000 0.500000 1.000000]
 [0.125000 0.500000 1.000000]
 [0.250000 0.500000 1.000000]
 [0.375000 0.500000 1.000000]
 [0.500000 0.500000 1.000000]
 [0.625000 0.500000 1.000000]
 [0.750000 0.500000 1.000000]
 [0.850000 0.000000 0.500000]
 [0.826365 0.000000 0.626435]
 [0.758653 0.000000 0.735793]
 [0.656008 0.000000 0.813307]
 [0.532294 0.000000 0.848507]
 [0.404218 0.000000 0.836639]
 [0.289078 0.000000 0.779306]
 [0.202424 0.000000 0.684251]
 [0.155959 0.000000 0.564312]
 [0.155959 0.000000 0.435688]
 [0.202424 0.000000 0.315749]
 [0.289078 0.000000 0.220694]
 [0.404218 0.000000 0.163361]
 [0.532294 0.000000 0.151493]
 [0.656008 0.000000 0.186693]
 [0.758653 0.000000 0.264207]
 [0.826365 0.000000 0.373565]
 [0.806250 -0.125000 0.500000]
 [0.779773 -0.125000 0.624563]
 [0.704921 -0.125000 0.727588]
 [0.594636 -0.125000 0.791261]
 [0.467988 -0.125000 0.804572]
 [0.346875 -0.125000 0.765220]
 [0.252239 -0.125000 0.680009]
 [0.200442 -0.125000 0.563673]
 [0.200442 -0.125000 0.436327]
 [0.252239 -0.125000 0.319991]
 [0.346875 -0.125000 0.234780]
 [0.467988 -0.125000 0.195428]
 [0.594636 -0.125000 0.208739]
 [0.704921 -0.125000 0.272412]
 [0.779773 -0.125000 0.375437]
 [0.762500 -0.250000 0.500000]
 [0.732432 -0.250000 0.621990]
 [0.649117 -0.250000 0.716033]
 [0.531641 -0.250000 0.760586]
 [0.406916 -0.250000 0.745442]
 [0.303516 -0.250000 0.674070]
 [0.245128 -0.250000 0.562820]
 [0.245128 -0.250000 0.437180]
 [0.303516 -0.250000 0.325930]
 [0.406916 -0.250000 0.254558]
 [0.531641 -0.250000 0.239414]
 [0.649117 -0.250000 0.283967]
 [0.732432 -0.250000 0.378010]
 [0.718750 -0.375000 0.500000]
 [0.676972 -0.375000 0.628578]
 [0.567597 -0.375000 0.708044]
 [0.432403 -0.375000 0.708044]
 [0.323028 -0.375000 0.628578]
 [0.281250 -0.375000 0.500000]
 [0.323028 -0.375000 0.371422]
 [0.432403 -0.375000 0.291956]
 [0.567597 -0.375000 0.291956]
 [0.676972 -0.375000 0.371422]
 [0.675000 -0.500000 0.500000]
 [0.623744 -0.500000 0.623744]
 [0.500000 -0.500000 0.675000]
 [0.376256 -0.500000 0.623744]
 [0.325000 -0.500000 0.500000]
 [0.376256 -0.500000 0.376256]
 [0.500000 -0.500000 0.325000]
 [0.623744 -0.500000 0.376256]
 [0.631250 -0.625000 0.500000]
 [0.565625 -0.625000 0.613666]
 [0.434375 -0.625000 0.613666]
 [0.368750 -0.625000 0.500000]
 [0.434375 -0.625000 0.386334]
 [0.565625 -0.625000 0.386334]
 [0.587500 -0.750000 0.500000]
 [0.500000 -0.750000 0.587500]
 [0.412500 -0.750000 0.500000]
 [0.500000 -0.750000 0.412500]
 [0.543750 -0.875000 0.500000]
 [0.456250 -0.875000 0.500000]
